org_id,organization_name,old_category,new_type,derived_state,needs_review
619,Western Region Load Despatch Centre,RLDC,RLDC,,
5152,NLDC and RLDCs,Others,Others,,YES
5153,Western Regional Power Committee,Others,Others,,YES
5154,Black Start Facilitated Stations,Others,Others,,YES
5155,Maharashtra State Load Despatch Centre,State SLDC,State SLDC,Maharashtra,
5156,Gujarat State Load Despatch Centre,State SLDC,State SLDC,Gujarat,
5157,Madhya Pradesh State Load Despatch Centre,State SLDC,State SLDC,Madhya Pradesh,
5158,Chhattisgarh State Load Despatch Centre,State SLDC,State SLDC,Chhattisgarh,
5159,Goa Electricity Department,State SLDC,State SLDC,Goa,
5160,Daman and Diu,State SLDC,State SLDC,Daman and Diu,
5161,Dadra and Nagar Haveli,State SLDC,State SLDC,Dadra and Nagar Haveli,
5162,NTPC Mumbai Head Quarter (WR-1),Thermal,Thermal,Maharashtra,
5163,NTPC Raipur Head Quarter (WR-2),Thermal,Thermal,Chhattisgarh,
5164,Nuclear Power Stations in Western Region,Others,Others,,YES
5165,ISTS Connected RE Generators in Western Region,Others,Others,,YES
5166,Qualified Coordinating Agency,Others,Others,,YES
5167,Other Generating Stations in Western Region,Others,Others,,YES
5168,Other Transmission Licensees in Western Region,Others,Others,,YES
5169,Other Buyers in Western Region,Others,Others,,YES
5170,Other Users in Western Region,Others,Others,,YES
5171,"POWER SYSTEM OPERATION CORPORATION LIMITED National Load Despatch Centre (NLDC), New Delhi",CPSU,CPSU,Delhi,
5172,Northern Regional Load Despatch Centre New Delhi,RLDC,RLDC,Delhi,
5173,"Eastern Regional Load Despatch Centre , Kolkata",RLDC,RLDC,West Bengal,
5174,"Southern Regional Load Despatch Centre, Bengaluru",RLDC,RLDC,Karnataka,
5175,"North Eastern Regional Load Despatch Centre, Shillong",RLDC,RLDC,Meghalaya,
5176,Indira Sagar,Hydel,Hydel,Madhya Pradesh,
5177,Gandhi Sagar,Others,Generation Company,Madhya Pradesh,
5178,Pench,Hydel,Hydel,Madhya Pradesh,
5179,Bargi,Hydel,Hydel,Madhya Pradesh,
5180,Birshingpur,Hydel,Hydel,Madhya Pradesh,
5181,Omkareshwar,Hydel,Hydel,Madhya Pradesh,
5182,Tons,Hydel,Hydel,Madhya Pradesh,
5183,Manikheda,Hydel,Hydel,Madhya Pradesh,
5184,Rajghat,Hydel,Hydel,Madhya Pradesh,
5185,UKAI,Others,Generation Company,Gujarat,
5186,SSNL,Others,Generation Company,Gujarat,
5187,Kadana,Hydel,Hydel,Gujarat,
5188,GIPCL 1 & 2,Others,Generation Company,Gujarat,
5189,Dhuvaran,Thermal,Thermal,Gujarat,
5190,Sugen,Thermal,Thermal,Gujarat,
5191,Mini Hydro,Hydel,Hydel,Gujarat,
5192,Khopoli & Bhivpuri,Hydel,Hydel,Maharashtra,
5193,Bhira,Hydel,Hydel,Maharashtra,
5194,"Koyna, Pophali",Hydel,Hydel,Maharashtra,
5195,Ghatghar,Hydel,Hydel,Maharashtra,
5196,Trombay,Thermal,Thermal,Maharashtra,
5197,RGPPL,Thermal,Thermal,Maharashtra,
5198,Paithan,Hydel,Hydel,Maharashtra,
5199,Uran,Thermal,Thermal,Maharashtra,
5200,Hasdeo Bango,Hydel,Hydel,Chhattisgarh,
5201,Maharashtra State Electricity Transmission Co. Ltd.,STU,Transmission Utility,Maharashtra,
5202,"State Load Despatch Centre, MSETCL",State SLDC,State SLDC,Maharashtra,
5203,"Area Load Despatch Centre, MSETCL,",State SLDC,State SLDC,Maharashtra,
5204,Maharashtra State Electricity Distribution Co. Ltd.,DISCOM,DISCOM,Maharashtra,
5205,MP POWER MANAGEMENT CO. LTD.,Others,Others,Madhya Pradesh,YES
5206,Madhya Pradesh Power Generation Company Limited,Others,Generation Company,Madhya Pradesh,
5207,NTPC Gandhar,Thermal,Thermal,Maharashtra,
5208,NTPC Kawas,Thermal,Thermal,Maharashtra,
5209,NTPC Mauda,Thermal,Thermal,Maharashtra,
5210,NTPC Solapur,Thermal,Thermal,Maharashtra,
5211,NTPC Gadarwara,Thermal,Thermal,Madhya Pradesh,
5212,NTPC Khargone,Thermal,Thermal,Madhya Pradesh,
5213,NTPC Korba,Thermal,Thermal,Chhattisgarh,
5214,NTPC Lara,Thermal,Thermal,Chhattisgarh,
5215,NTPC Sipat,Thermal,Thermal,Chhattisgarh,
5216,NTPC Vindhyachal,Thermal,Thermal,Madhya Pradesh,
5217,Tarapur Atomic Power Station Stg-1 & 2,Nuclear,Nuclear,Maharashtra,
5218,Tarapur Atomic Power Station Stg-3 & 4,Nuclear,Nuclear,Maharashtra,
5219,Kakrapar Atomic Power Station Stg-1 & 2,Nuclear,Nuclear,Gujarat,
5220,Kakrapar Atomic Power Station Stg-3 & 4,Nuclear,Nuclear,Gujarat,
5221,Athena Jaipur Solar Power Private Limited,IPP,RE Generators,Rajasthan,
5222,Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL,IPP,RE Generators,Gujarat,
5223,Arinsun Clean Energy Private Limited,IPP,RE Generators,,
5224,Green Infra Wind Energy Limited SECI –II & SECI -II,IPP,RE Generators,,
5225,INOX Green Energy Services Limited,IPP,RE Generators,,
5226,Mahindra Renewables Private Limited,IPP,RE Generators,,
5227,Ostro Kutch Wind Private Limited,IPP,RE Generators,Gujarat,
5228,ReNew Power Limited,IPP,RE Generators,,
5229,Alfanar Energy Private Limited,IPP,RE Generators,,
5230,ReNew Wind Energy (AP2) Private Limited,IPP,RE Generators,,
5231,Continuum Power Trading Private Limited,IPP,RE Generators,,
5232,Gujarat Industries Power Company Limited,IPP,RE Generators,Gujarat,
5233,Electro Solaire Private Limited,IPP,RE Generators,,
5234,Tata Power Renewable Energy Ltd.,IPP,RE Generators,,
5235,NTPC Kawas Solar PV project,IPP,RE Generators,Gujarat,
5236,NTPC Jhanor - Gandhar Solar PV project,IPP,RE Generators,Gujarat,
5237,Ostro Energy Private Limited,IPP,RE Generators,,
5238,Adani Wind Energy Kutch Three Limited,IPP,RE Generators,Gujarat,
5239,Adani Wind Energy Kutch Five Limited,IPP,RE Generators,Gujarat,
5240,Gujarat State Electricity Corporation Limited,IPP,RE Generators,Gujarat,
5241,Avikaran Solar India Private Limited,IPP,RE Generators,,
5242,Powerica Limited,IPP,RE Generators,,
5243,Sitac Kabini Renewables Private Limited,IPP,RE Generators,,
5244,Srijan Energy Systems Private Limited,IPP,RE Generators,,
5245,Solapur Solar PV Project,IPP,RE Generators,Maharashtra,
5246,Adani Wind Energy MP One Private Limited,IPP,RE Generators,,
5247,Adani Wind Energy Kutch Four Limited,IPP,RE Generators,Gujarat,
5248,Apraava Energy Private Limited (AEPL),IPP,RE Generators,,
5249,Alfanar Netra Wind Private Limited,IPP,RE Generators,,
5250,Sherisha Raipur,IPP,RE Generators,Chhattisgarh,
5251,Wind One Renergy Limited,IPP,RE Generators,,
5252,Wind Two Renergy Private Limited,IPP,RE Generators,,
5253,Wind Three Renergy Limited,IPP,RE Generators,,
5254,Wind Five Renergy Limited,IPP,RE Generators,,
5255,Gujarat State Electricity Corporation Limited- Phase II,IPP,RE Generators,Gujarat,
5256,TEQ Green Power XI Private Limited,IPP,RE Generators,,
5257,NTPC Renewable Energy Limited Shajapur Unit-1,IPP,RE Generators,,
5258,NTPC Renewable Energy Limited Shajapur Unit-2,IPP,RE Generators,,
5259,NTPC Renewable Energy Ltd (Dayapar WEP-Ph-1),IPP,RE Generators,,
5260,TP Saurya Limited Unit-1,IPP,RE Generators,,
5261,TP Saurya Limited Unit-2,IPP,RE Generators,,
5262,MASAYA SOLAR ENERGY PRIVATE LIMITED,IPP,RE Generators,,
5263,Torrent Power Limited,IPP,RE Generators,,
5264,Talettutayi Solar Projects Nine Pvt Ltd,IPP,RE Generators,,
5265,SJVN Green Energy Limited,IPP,RE Generators,,
5266,Renew Green (MHS ONE) Private Limited,IPP,RE Generators,,
5267,ReNew Green (MHP One) Private Limited,IPP,RE Generators,,
5268,BEEMPOW ENERGY PRIVATE LIMITED,IPP,RE Generators,,
5269,AVAADA SUNSHINE ENERGY PRIVATE LIMITED,IPP,RE Generators,,
5270,Adani Green Energy Twenty Six A Limited -PSS3,IPP,RE Generators,,
5271,Adani Green Energy Twenty Six B Limited -PSS3,IPP,RE Generators,,
5272,Adani Green Energy Twenty Five A Limited -PSS3,IPP,RE Generators,,
5273,Adani Green Energy Twenty Five B Limited -PSS3,IPP,RE Generators,,
5274,Adani Green Energy Twenty Four A Limited -PSS3,IPP,RE Generators,,
5275,Adani Renewable Energy Fifty Five Limited - PSS3,IPP,RE Generators,,
