org_id,organization_name,old_category,new_type,derived_state,needs_review
619,Western Region Load Despatch Centre,RLDC,RLDC,,
6290,NLDC And RLDCs,Others,Others,,YES
6291,Western Regional Power Committee,Others,Others,,YES
6292,Black Start Facilitated Stations,Others,Others,,YES
6293,Maharashtra State Load Despatch Centre,Others,Others,Maharashtra,YES
6294,Gujarat State Load Despatch Centre,Others,Others,Gujarat,YES
6295,Madhya Pradesh State Load Despatch Centre,Others,Others,Madhya Pradesh,YES
6296,Chhattisgarh State Load Despatch Centre,Others,Others,Chhattisgarh,YES
6297,Goa Electricity Department,Others,Others,Goa,YES
6298,Daman And Diu,Others,Others,Daman and Diu,YES
6299,Dadra And Nagar Haveli,Others,Others,Dadra and Nagar Haveli,YES
6300,NTPC Mumbai Head Quarter (WR-1),Others,Others,Maharashtra,YES
6301,NTPC Raipur Head Quarter (WR-2),Others,Others,Chhattisgarh,YES
6302,Nuclear Power Stations In Western Region,Others,Others,,YES
6303,ISTS Connected RE Generators In Western Region,Others,Others,,YES
6304,Qualified Coordinating Agency,Others,Others,,YES
6305,Other Generating Stations In Western Region,Others,Others,,YES
6306,Other Transmission Licensees In Western Region,Others,Others,,YES
6307,Other Buyers In Western Region,Others,Others,,YES
6308,Other Users In Western Region,Others,Others,,YES
6309,Power Grid Corporation Of India Limited,Others,Others,,YES
6310,Grid Controller Of India Limited,Others,Others,,YES
6311,NTPC,Others,Others,,YES
6312,"POWERGRID WRTS-I, Nagpur",Others,Others,,YES
6313,"POWERGRID WRTS-II, Vadodara",Others,Others,,YES
6314,"Power System Operation Corporation Limited National Load Despatch Centre (NLDC), New Delhi",Others,Others,Delhi,YES
6315,Northern Regional Load Despatch Centre New Delhi,Others,RLDC,Delhi,
6316,"Eastern Regional Load Despatch Centre , Kolkata",Others,RLDC,West Bengal,
6317,"Southern Regional Load Despatch Centre, Bengaluru",Others,RLDC,Karnataka,
6318,"North Eastern Regional Load Despatch Centre, Shillong",Others,RLDC,Meghalaya,
6319,Indira Sagar,Others,Hydel,Madhya Pradesh,
6320,Gandhi Sagar,Others,Generation Company,Madhya Pradesh,
6321,Pench,Others,Hydel,Madhya Pradesh,
6322,Bargi,Others,Hydel,Madhya Pradesh,
6323,Birshingpur,Others,Hydel,Madhya Pradesh,
6324,Omkareshwar,Others,Hydel,Madhya Pradesh,
6325,Tons,Others,Hydel,Madhya Pradesh,
6326,Manikheda,Others,Hydel,Madhya Pradesh,
6327,Rajghat,Others,Hydel,Madhya Pradesh,
6328,UKAI,Others,Generation Company,Gujarat,
6329,Kadana,Others,Hydel,Gujarat,
6330,GIPCL 1 & 2,Others,Generation Company,Gujarat,
6331,Dhuvaran,Others,Thermal,Gujarat,
6332,Sugen,Others,Thermal,Gujarat,
6333,Mini Hydro,Others,Hydel,Gujarat,
6334,Khopoli & Bhivpuri,Others,Hydel,Maharashtra,
6335,Bhira,Others,Hydel,Maharashtra,
6336,"Koyna, Pophali",Others,Hydel,Maharashtra,
6337,Ghatghar,Others,Hydel,Maharashtra,
6338,Trombay,Others,Thermal,Maharashtra,
6339,RGPPL,Others,Thermal,Maharashtra,
6340,Paithan,Others,Hydel,Maharashtra,
6341,Uran,Others,Thermal,Maharashtra,
6342,Hasdeo Bango,Others,Hydel,Chhattisgarh,
6343,Maharashtra State Electricity Transmission Co. Ltd.,Others,Transmission Utility,Maharashtra,
6344,"State Load Despatch Centre, MSETCL",Others,Others,Maharashtra,YES
6345,"Area Load Despatch Centre, MSETCL,",Others,Others,Maharashtra,YES
6346,Maharashtra State Electricity Distribution Co. Ltd.,Others,Others,Maharashtra,YES
6347,MP Power Management CO. LTD.,Others,Others,Madhya Pradesh,YES
6348,Madhya Pradesh Power Generation Company Limited,Others,Generation Company,Madhya Pradesh,
6349,NTPC Gandhar,Others,Others,Maharashtra,YES
6350,NTPC Kawas,Others,Others,Maharashtra,YES
6351,NTPC Mauda,Others,Thermal,Maharashtra,
6352,NTPC Solapur,Others,Others,Maharashtra,YES
6353,NTPC Gadarwara,Others,Thermal,Madhya Pradesh,
6354,NTPC Khargone,Others,Thermal,Madhya Pradesh,
6355,NTPC Korba,Others,Thermal,Chhattisgarh,
6356,NTPC Lara,Others,Thermal,Chhattisgarh,
6357,NTPC Sipat,Others,Thermal,Chhattisgarh,
6358,NTPC Vindhyachal,Others,Thermal,Madhya Pradesh,
6359,Tarapur Atomic Power Station Stg-1 & 2,Others,Others,Maharashtra,YES
6360,Tarapur Atomic Power Station Stg-3 & 4,Others,Others,Maharashtra,YES
6361,Kakrapar Atomic Power Station Stg-1 & 2,Others,Others,Gujarat,YES
6362,Kakrapar Atomic Power Station Stg-3 & 4,Others,Others,Gujarat,YES
6363,Athena Jaipur Solar Power Private Limited,Others,Others,Rajasthan,YES
6364,Adani Wind Energy Kutch One Limited/ AWEKTL/ AWEKFL,Others,Others,Gujarat,YES
6365,Arinsun Clean Energy Private Limited,Others,Others,,YES
6366,Green Infra Wind Energy Limited SECI –II & SECI -II,Others,Others,,YES
6367,INOX Green Energy Services Limited,Others,Others,,YES
6368,Mahindra Renewables Private Limited,Others,Others,,YES
6369,Ostro Kutch Wind Private Limited,Others,Others,Gujarat,YES
6370,Renew Power Limited,Others,Others,,YES
6371,Alfanar Energy Private Limited,Others,Others,,YES
6372,Renew Wind Energy (AP2) Private Limited,Others,Others,,YES
6373,Continuum Power Trading Private Limited,Others,Others,,YES
6374,Gujarat Industries Power Company Limited,Others,Others,Gujarat,YES
6375,Electro Solaire Private Limited,Others,Others,,YES
